Company,URL,Location,EntryLevel,Notes
SilverXis,https://silverxis.com/jobs/,Ahmedabad,yes,IT staffing/software
NetFillip,https://www.netfillip.com/company/careers-ahmedabad-gujarat/,Ahmedabad,yes,Web/software dev
Waaree Energies,https://www.waaree.com/careers/,Gujarat,yes,Solar manufacturing
Gopal Snacks,https://www.gopalnamkeen.com/careers,Rajkot,yes,FMCG
Shiv Technolabs,https://www.shivlab.com/career/,Ahmedabad,yes,Web/mobile dev
India International Bullion Exchange,https://www.iibx.co.in/careers,Gandhinagar,yes,GIFT City bullion exchange
India INX,https://www.indiainx.com/careers,Gandhinagar,yes,GIFT City exchange
NSE IFSC,https://www.nseix.com/careers,Gandhinagar,yes,GIFT City exchange
IIT Gandhinagar,https://www.iitgn.ac.in/careers,Gandhinagar,yes,Institute; research/staff roles
NFSU,https://www.nfsu.ac.in/recruitment,Gandhinagar,yes,National Forensic Sciences University
PDEU,https://www.pdeu.ac.in/careers/,Gandhinagar,yes,University; research/staff roles
GTU,https://www.gtu.ac.in/recruitment.aspx,Ahmedabad,yes,Technological university
DAIICT,https://www.daiict.ac.in/careers,Gandhinagar,yes,IT institute; research roles
Nirma University,https://nirmauni.ac.in/careers/,Ahmedabad,yes,University
Ahmedabad University,https://www.ahduni.edu.in/careers/,Ahmedabad,yes,University
GUSEC,https://gusec.edu.in/careers,Ahmedabad,yes,University startup incubator
iHub Gujarat,https://ihubgujarat.in/careers/,Gandhinagar,yes,State startup hub
GESIA IT Association,https://www.gesia.org/jobs/,Ahmedabad,yes,IT/ITeS association job board
CIIE.CO,https://www.ciie.co/careers,Ahmedabad,yes,IIMA startup incubator
GIDC,https://gidc.gujarat.gov.in/careers,Gandhinagar,yes,Industrial development corp
Banco Products,https://www.bancoindia.com/careers/,Vadodara,yes,Auto components manufacturing
Shaily Engineering Plastics,https://www.shaily.com/careers/,Vadodara,yes,Precision plastics
Elecon Engineering,https://www.elecon.com/careers,Anand,yes,Gears/EPC engineering
GMM Pfaudler,https://www.gmmpfaudler.com/careers,Vadodara,yes,Process equipment
Arvind SmartSpaces,https://www.arvindsmartspaces.com/careers,Ahmedabad,yes,Real estate/development
Concord Biotech,https://www.concordbiotech.com/careers/,Ahmedabad,yes,Biotech/pharma manufacturing
Lincoln Pharmaceuticals,https://www.lincolnpharma.com/careers,Ahmedabad,yes,Pharma
Eris Lifesciences,https://www.erislifesciences.com/careers/,Ahmedabad,yes,Pharma
Troikaa Pharmaceuticals,https://www.troikaapharma.com/careers/,Ahmedabad,yes,Pharma
Amneal Pharmaceuticals,https://www.amneal.com/careers/,Ahmedabad,yes,Pharma; India ops
Aether Industries,https://www.aether.co.in/careers/,Surat,yes,Specialty chemicals; GIDC Sachin
Anupam Rasayan,https://www.anupamrasayan.com/careers,Surat,yes,Specialty chemicals
Transpek Industry,https://www.transpek.com/careers/,Vadodara,yes,Specialty chemicals
Sudarshan Chemical,https://www.sudarshan.com/careers,Gujarat,yes,Pigments; Gujarat plants
Navin Fluorine,https://www.navinfluorine.com/careers/,Gujarat,yes,Fluorochemicals; Dahej
Adani Group,https://careers.adani.com/,Ahmedabad,yes,Conglomerate; India-wide
Adani Ports,https://www.adaniports.com/Careers,Ahmedabad,yes,Ports/logistics
Zydus Lifesciences,https://www.zyduslife.com/career/,Ahmedabad,yes,Pharma
Upstox,https://upstox.com/careers/,Mumbai,yes,Fintech/broking
Practo,https://www.practo.com/careers,Bengaluru,yes,HealthTech
ICICI Direct,https://www.icicisecurities.com/careers,Mumbai,yes,Broking/fintech
Tata Digital,https://www.tatadigital.com/careers,Mumbai,yes,Consumer tech
Persistent Systems,https://www.persistent.com/careers/,Pune,yes,IT services
Mphasis,https://careers.mphasis.com/,Bengaluru,yes,IT services
Zensar,https://www.zensar.com/careers,Pune,yes,IT services
Quantiphi,https://quantiphi.com/careers/,Mumbai,yes,AI/ML
Ratnamani Metals & Tubes,https://www.ratnamani.com/careers/,Ahmedabad,yes,Steel tubes/pipes
Jash Engineering,https://www.jashindia.com/careers/,Indore,yes,Water infrastructure equipment
Apollo Tyres,https://www.apollotyres.com/careers/,Gurugram,yes,Tyre manufacturing
Rajratan Global Wire,https://www.rajratan.co.in/careers/,Indore,yes,Bead wire manufacturing
Voltamp Transformers,https://www.voltamp.in/career.php,Vadodara,yes,Transformers
Binmile Technologies,https://binmile.com/careers/,Noida,yes,SME; software dev
Codezeros,https://www.codezeros.com/careers,Ahmedabad,yes,SME; blockchain dev
Emizen Tech,https://www.emizentech.com/careers.html,Jaipur,yes,SME; ecommerce dev
Hexaview Technologies,https://www.hexaviewtech.com/careers/,Noida,yes,SME; fintech/software
Arka Softwares,https://www.arkasoftwares.com/careers,Jaipur,yes,SME; app dev
Riseup Labs,https://www.riseuplabs.com/careers/,India,yes,SME; software/games
Dhruvsoft Services,https://www.dhruvsoft.com/careers,Hyderabad,yes,SME; CRM/software
Shiv Technolabs,https://www.shivlab.com/careers/,Ahmedabad,yes,SME; web/mobile dev
Primo Works,https://primoworks.io/careers,Ahmedabad,yes,SME; software
Quixotic Technosoft,https://quixotictech.com/careers,Ahmedabad,yes,SME; software dev
SolGuruz,https://solguruz.com/careers/,Ahmedabad,yes,SME; software dev
Promatics India,https://www.promaticsindia.com/careers,Ludhiana,yes,SME; app dev
Habilelabs,https://habilelabs.io/careers,Jaipur,yes,SME; software dev
Antino Labs,https://www.antino.com/careers,Gurugram,yes,SME; product engineering
Cygnet One,https://www.cygnet-one.com/careers/,Ahmedabad,yes,SME; fintech/IT
Ridgeant Technologies,https://ridgeanttechnologies.com/careers/,Vadodara,yes,SME; software
Clarion Technologies,https://www.clarion-tech.com/careers,Pune,yes,SME; software
Folio3,https://www.folio3.com/careers/,India,yes,SME; software dev
AddWeb Solution,https://www.addwebsolution.com/careers,Ahmedabad,yes,SME; web dev
IT Path Solutions,https://www.itpathsolutions.com/careers/,Ahmedabad,yes,SME; software dev
CodeTrade India,https://codetrade.io/careers/,Ahmedabad,yes,SME; software dev
FEXLE Services,https://www.fexle.com/careers,Jaipur,yes,SME; Salesforce/software
XongoLab Technologies,https://www.xongolab.com/careers,Ahmedabad,yes,SME; app dev
Nextbrain Technologies,https://www.nextbrainis.com/careers,Ahmedabad,yes,SME; app dev
Dev Technosys,https://www.dev-technosys.com/careers.php,Jaipur,yes,SME; app dev
Biz4Solutions,https://www.biz4solutions.com/careers/,Pune,yes,SME; software dev
Unified Infotech,https://www.unifiedinfotech.net/careers/,India,yes,SME; product engineering
Technostacks Infotech,https://technostacks.com/careers/,Ahmedabad,yes,SME; software dev
Dotsquares,https://www.dotsquares.com/careers,Jaipur,yes,SME; web dev
Xicom Technologies,https://www.xicom.biz/careers,Noida,yes,SME; app dev
eSparkBiz,https://www.esparkbiz.com/careers/,Ahmedabad,yes,SME; software dev
Hidden Brains,https://www.hidden-brains.com/careers.html,Ahmedabad,yes,SME; software dev
Tridhya Tech,https://www.tridhya.com/careers,Ahmedabad,yes,SME; software dev
Vervelogic,https://www.vervelogic.com/careers,Jaipur,yes,SME; app dev
Bitsclan IT Solutions,https://www.bitsclan.com/careers/,India,yes,SME; software dev
Spiral Mantra,https://spiralmantra.com/careers/,India,yes,SME; software dev
ChargeZone,https://chargezone.in/careers/,Vadodara,yes,EV charging; Gujarat
Matter,https://matterlab.co/careers,Ahmedabad,yes,EV motorcycles; Ahmedabad
Euler Motors,https://eulermotors.com/careers,Delhi,yes,EV commercial vehicles
Battery Smart,https://www.batterysmart.in/careers,Gurugram,yes,EV battery swapping
Ather Energy,https://www.ather.com/careers,Bengaluru,yes,EV two-wheelers
Ultraviolette,https://www.ultraviolette.com/careers,Bengaluru,yes,EV motorcycles
Slice,https://www.slice.co/careers,Bengaluru,yes,Fintech
Jar,https://www.jar-app.com/careers,Bengaluru,yes,Fintech/savings
InsuranceDekho,https://www.insurancedekho.com/careers,Gurugram,yes,Insurtech
AppSquadz Software,https://www.appsquadz.com/career,Noida,yes,SME; app dev
Algoscale,https://algoscale.com/careers/,Noida,yes,SME; data/AI
KANINI Software,https://www.kanini.com/careers/,Chennai,yes,IT services
Techwave,https://techwave.net/careers/,Hyderabad,yes,IT services
Pramati Technologies,https://www.pramati.com/careers,Hyderabad,yes,Product engineering
Velotio Technologies,https://www.velotio.com/careers,Pune,yes,Product engineering
Grazitti Interactive,https://www.grazitti.com/careers/,Delhi,yes,Marketing tech
Infra.Market,https://www.infra.market/careers,Mumbai,yes,Construction commerce
Zoho Chennai,https://www.zoho.com/careers/,Chennai,yes,SaaS
Postman India,https://www.postman.com/company/careers/,Bengaluru,yes,Dev tools
HealthifyMe,https://www.healthifyme.com/careers/,Bengaluru,yes,HealthTech
Agnikul Cosmos,https://www.agnikul.in/careers,Chennai,yes,Space tech
Dhruva Space,https://dhruvaspace.com/careers/,Hyderabad,yes,Space tech
Zoho Corp Pune,https://www.zohocorp.com/careers.html,Chennai,yes,SaaS
Mastercard Pune,https://careers.mastercard.com/us/en,Pune,yes,Fintech
Emerson Pune,https://www.emerson.com/en-us/careers,Pune,yes,Engineering
BMC Software Pune,https://bmcrecruit.avature.net/careers,Pune,yes,Enterprise software
Wipro Hyderabad,https://careers.wipro.com/,Hyderabad,yes,IT services
ServiceNow India,https://careers.servicenow.com/careers/,Hyderabad,yes,Enterprise SaaS
Salesforce India,https://careers.salesforce.com/en/jobs/,Hyderabad,yes,CRM SaaS
Adobe India,https://careers.adobe.com/us/en,Noida,yes,Software
Nutanix India,https://www.nutanix.com/company/careers,Bengaluru,yes,Cloud infra
Confluent India,https://careers.confluent.io/,Bengaluru,yes,Data streaming
MongoDB India,https://www.mongodb.com/careers,Gurugram,yes,Database
Databricks India,https://www.databricks.com/company/careers,Bengaluru,yes,Data/AI
Snowflake India,https://careers.snowflake.com/us/en,Pune,yes,Data cloud
Atlassian India,https://www.atlassian.com/company/careers,Bengaluru,yes,Dev tools
Airbnb India,https://careers.airbnb.com/,Bengaluru,yes,Travel
Kaleyra,https://www.kaleyra.com/careers/,Bengaluru,yes,CPaaS
Exotel,https://exotel.com/careers/,Bengaluru,yes,CPaaS
Niramai,https://www.niramai.com/careers/,Bengaluru,yes,HealthAI
AI4Bharat,https://ai4bharat.iitm.ac.in/,Chennai,yes,AI research IITM
CoRover,https://corover.ai/careers/,Bengaluru,yes,Conversational AI
Fareye,https://www.getfareye.com/careers,Noida,yes,Logistics SaaS
Amagi,https://www.amagi.com/careers,Bengaluru,yes,Media tech
Apna,https://apna.co/careers,Bengaluru,yes,Jobs platform
Josh Talks,https://joshtalks.com/careers,Gurugram,yes,EdTech
Systango Technologies,https://www.systango.com/careers,Indore,yes,SME; software dev
Antier Solutions,https://www.antiersolutions.com/careers/,Mohali,yes,SME; blockchain
Talentelgia Technologies,https://www.talentelgia.com/careers/,Mohali,yes,SME; software dev
Ranosys Technologies,https://www.ranosys.com/careers/,Jaipur,yes,SME; ecommerce dev
Debut Infotech,https://www.debutinfotech.com/careers,India,yes,SME; blockchain/app dev
Apptunix,https://www.apptunix.com/careers/,Mohali,yes,SME; app dev
Cigniti Technologies,https://www.cigniti.com/careers/,Hyderabad,yes,QA/testing services
SRM Tech,https://www.srmtech.com/careers/,Chennai,yes,IT services
Kellton Tech,https://www.kellton.com/careers,Hyderabad,yes,IT services
Nineleaps Technology,https://www.nineleaps.com/careers/,Bengaluru,yes,SME; product engineering
Tudip Technologies,https://tudip.com/careers/,Pune,yes,SME; software dev
Softude,https://www.softude.com/careers,Indore,yes,SME; software dev
Ray Business Technologies,https://www.raybiztech.com/careers,Hyderabad,yes,SME; IT services
Agicent Technologies,https://www.agicent.com/careers,Noida,yes,SME; app dev
Fingent,https://www.fingent.com/careers/,Kochi,yes,SME; software dev
Cabot Solutions,https://www.cabotsolutions.com/careers,Kochi,yes,SME; app dev
QBurst,https://www.qburst.com/careers/,Kochi,yes,SME; software dev
Chetu India,https://www.chetu.com/careers.php,Noida,yes,Software dev
Impressico Business Solutions,https://www.impressico.com/career/,Noida,yes,SME; IT services
CSM Technologies,https://csm.tech/careers,Bhubaneswar,yes,IT services; e-governance
Webandcrafts,https://webandcrafts.com/careers,Thrissur,yes,SME; web dev
VertexPlus Technologies,https://www.vertexplus.com/careers,Jaipur,yes,SME; IT services
BinaryFolks,https://www.binaryfolks.com/careers,Kolkata,yes,SME; software dev
RSPL India,https://www.rsplgroup.com/careers,Kanpur,yes,SME; software dev
Indus Net Technologies,https://www.indusnet.co.in/careers/,Kolkata,yes,SME; digital
Capital Numbers,https://www.capitalnumbers.com/careers/,Kolkata,yes,SME; software dev
Webskitters,https://www.webskitters.com/careers/,Kolkata,yes,SME; web dev
Mindfire Solutions,https://www.mindfiresolutions.com/careers/,Bhubaneswar,yes,SME; software dev
Icreon,https://www.icreon.com/careers,Delhi,yes,SME; digital
TCG Digital,https://www.tcgdigital.com/careers/,Kolkata,yes,Data/AI
Attentive.ai,https://www.attentive.ai/careers,Bengaluru,yes,AI/geospatial
Apponward Technologies,https://apponward.com/careers,Noida,yes,SME; app dev
HashCodex,https://www.hashcodex.com/careers,Hyderabad,yes,SME; software dev
Codewalla,https://www.codewalla.com/careers/,Pune,yes,SME; software dev
Teksun,https://www.teksun.com/careers/,Ahmedabad,yes,SME; IoT/embedded
Thinkitive Technologies,https://www.thinkitive.com/careers/,Pune,yes,SME; healthtech dev
Techno Exponent,https://www.technoexponent.com/careers,Kolkata,yes,SME; software dev
Tekdi Technologies,https://www.tekditechnologies.com/careers/,Pune,yes,SME; open source dev
Quokka Labs,https://quokkalabs.com/careers,Noida,yes,SME; app dev
Cybernetik,https://www.cybernetik.com/careers/,Pune,yes,Automation engineering
Sportz Interactive,https://www.sportz.io/careers,Mumbai,yes,Sports tech
Clustox,https://clustox.com/careers/,India,yes,SME; software dev
Letstacle,https://www.letstacle.com/careers,India,yes,SME; software dev
IncubXperts,https://www.incubxperts.com/careers/,Pune,yes,SME; software dev
NavTechno,https://www.navtechno.com/careers,Ahmedabad,yes,SME; software dev
Smart Technologies,https://www.smarttechnologies.in/careers,Ahmedabad,yes,SME; IT
APT Online,https://www.aptonline.in/careers,Hyderabad,yes,IT services
Mindpath,https://www.mindpath.com/careers,Chennai,yes,SME; IT services
C5i,https://www.c5i.ai/careers/,Bengaluru,yes,Analytics/AI
Affine,https://www.affine.ai/careers,Bengaluru,yes,Analytics/AI
Brillio,https://www.brillio.com/careers/,Bengaluru,yes,Digital engineering
Incedo,https://www.incedoinc.com/careers/,Gurugram,yes,Data/AI consulting
Qualitest,https://www.qualitestgroup.com/careers/,Bengaluru,yes,QA/testing
Antuit.ai,https://www.antuit.ai/careers/,Bengaluru,yes,AI/supply chain
ZS Associates,https://www.zs.com/careers,Pune,yes,Consulting/analytics
CIEL HR Services,https://www.cielhr.com/careers/,Bengaluru,yes,Staffing; job board
Crescendo Global,https://www.crescendo-global.com/careers/,Gurugram,yes,Executive search
HR Helpdesk,https://www.hrhelpdesk.in/careers,India,yes,HR consultancy
Talent Corner HR,https://www.talentcorner.in/careers/,Mumbai,yes,HR consultancy
Kelly Services India,https://www.kellyservices.co.in/careers/,Bengaluru,yes,Staffing
VHR Solutions,https://www.vhrsolutions.in/careers/,Ahmedabad,yes,HR consultancy
PMS Consultants,https://www.pmsconsultants.com/careers,Ahmedabad,yes,HR consultancy
Espire Infolabs,https://www.espire.com/careers/,Gurugram,yes,IT services
Sasken Technologies,https://www.sasken.com/careers,Bengaluru,yes,Embedded/R&D
Tavant Technologies,https://www.tavant.com/careers,Bengaluru,yes,Product engineering
Experion Technologies,https://experionglobal.com/job-openings/,Thiruvananthapuram,yes,Technopark; product engineering
SunTec Business Solutions,https://www.suntecgroup.com/career/,Thiruvananthapuram,yes,Technopark; fintech product
Reflections Info Systems,https://www.reflectionsinfos.com/careers/,Thiruvananthapuram,yes,Technopark; software dev
KGiSL,https://www.kgisl.com/careers/,Coimbatore,yes,IT services/BFSI products
ELGi Equipments,https://www.elgi.com/in/careers/,Coimbatore,yes,Manufacturing; engineering roles
Pricol,https://pricol.com/careers/,Coimbatore,yes,Auto components; embedded/IT
Miracle Software Systems,https://careers.miraclesoft.com,Visakhapatnam,yes,IT services; own job board
Efftronics Systems,https://www.efftronics.com/careers,Vijayawada,yes,Electronics/embedded
Pinnacle Teleservices,https://www.pinnacle.in/careers/,Nagpur,yes,CPaaS/telecom software
Excelsoft Technologies,https://www.excelsoftcorp.com/career/,Mysuru,yes,EdTech product
Trioangle Technologies,https://www.trioangle.com/careers/,Madurai,yes,Web/mobile dev; lists openings
Sedin Technologies,https://sedintechnologies.com/career/,Chennai,yes,Digital engineering
Sysvine Technologies,https://www.sysvine.com/careers/,Chennai,yes,Product engineering
NeST Digital,https://nestdigital.com/career/,Kochi,yes,Embedded/product engineering
ClaySys Technologies,https://www.claysys.com/careers/,Kochi,yes,InfoPark; also Coimbatore office
Armia Systems,https://www.armia.com/careers/,Kochi,yes,Software dev; lists vacancies
RapidValue Solutions,https://www.rapidvaluesolutions.com/careers/,Kochi,yes,Digital/mobility consulting
Gadgeon,https://www.gadgeon.com/join-us/,Kochi,yes,IoT/embedded engineering
Nuvento,https://nuvento.com/careers/,Kochi,yes,Cloud/data engineering
Tessolve Semiconductor,https://www.tessolve.com/careers/,Bengaluru,yes,Semiconductor/VLSI
Robosoft Technologies,https://www.robosoftin.com/careers,Bengaluru,yes,Product/app engineering
Ittiam Systems,https://www.ittiam.com/careers,Bengaluru,yes,Embedded/multimedia R&D
Avekshaa Technologies,https://www.avekshaa.com/careers/,Bengaluru,yes,Performance engineering
Aurigo Software,https://www.aurigo.com/company/careers/,Bengaluru,yes,Construction SaaS
Mistral Solutions,https://mistralsolutions.com/career/careers-job-listings/,Bengaluru,yes,Embedded/defence electronics
Torry Harris Integration,https://www.torryharris.com/careers,Bengaluru,yes,API/integration services
Entrans Technologies,https://www.entrans.ai/career,Hyderabad,yes,AI/data engineering
Pennant Technologies,https://www.pennanttech.com/careers/,Hyderabad,yes,Lending fintech product
Sagarsoft,https://www.sagarsoft.in/careers/,Hyderabad,yes,IT services; lists openings
iLink Digital,https://www.ilink-digital.com/careers/,Chennai,yes,Digital/cloud services
Zuci Systems,https://www.zucisystems.com/careers/,Chennai,yes,Data/QA engineering
Intellect Design Arena,https://www.intellectdesign.com/careers/,Chennai,yes,BFSI product
Hexaware Technologies,https://jobs.hexaware.com/,Chennai,yes,IT services; own ATS
CEDCOSS Technologies,https://cedcoss.com/careers/,Lucknow,yes,Ecommerce/Magento product
Softpro India,https://www.softproindia.in/careers,Lucknow,yes,IT services/training
Duplex Technologies,https://duplextech.com/careers.html,Lucknow,yes,Custom software/ERP
MindStick Software,https://www.mindstick.com/career,Prayagraj,yes,Microsoft partner; app dev
Nadcab Labs,https://www.nadcab.com/career,Prayagraj,yes,Blockchain/Web3 dev
PraRabh IT Solutions,https://www.prarabhitsolutions.in/career,Prayagraj,yes,Software/ERP/web dev
xTerra Robotics,https://xterrarobotics.com/careers,Kanpur,yes,IIT-K incubated; robotics
Simacriticals,https://simactricals.io/careers,Kanpur,yes,IIT-K incubated; deep-tech
Trential Technologies,https://trential.com/careers,Gurugram,yes,"IIT-K incubated; Web3 identity, SDE roles"
Websofy Software,https://www.websofy.com/career,Lucknow,yes,Web/app dev
Squareit Solution,https://squareit.in/career,Lucknow,yes,Digital marketing/web
Mind You Infotech,https://mindyouinfotech.com/career,Lucknow,yes,App/web dev
Jamtech Technologies,https://www.jamtechtechnologies.com/careers,Lucknow,yes,Vibhuti Khand; software dev
Regency Health,https://regencyhealthcare.in/careers/,Kanpur,yes,Hospital group; clinical + support roles
ByteScrum Technologies,https://www.bytescrum.com/careers,Lucknow,yes,Web/app dev
InfoBeans,https://infobeans.com/career,Indore,yes,Product engineering; freshers hired
Yash Technologies,https://www.yash.com/careers/,Indore,yes,IT services HQ; campus + fresher roles
CDN Solutions Group,https://www.cdnsol.com/careers/,Indore,yes,Software dev
MoreYeahs,https://www.moreyeahs.com/careers/,Indore,yes,Salesforce/CRM & software dev
Codeplateau Technology,https://codeplateau.com/career/,Indore,yes,Software/AI dev
Third Essential,https://thirdessential.com/career,Bhopal,yes,Software/web dev
Codeflies Technologies,https://codeflies.com/career,Ghaziabad,yes,Web/app dev
QSS Technosoft,https://www.qsstechnosoft.com/careers/,Noida,yes,Software dev
GVM Technologies,https://gvmtechnologies.com/career/,Agra,yes,Software/web dev
Bharti Web,https://www.bhartiweb.com/careers/,Delhi,yes,Web/app dev
WebMobril Technologies,https://www.webmobril.com/career,Noida,yes,App/game dev
Algoworks,https://www.algoworks.com/careers/,Noida,yes,Software/mobile dev
Ksolves India,https://www.ksolves.com/careers,Noida,yes,Software dev (listed co)
Pixerio,https://pixerio.com/careers,Kota,yes,Software/web dev
Webi7 Digital Media,https://webi7.com/careers,Kota,yes,Web dev/digital marketing
SoftGrid Computers,https://softgridcomputers.com/career,Gwalior,yes,Software/web dev
Girikon,https://girikon.com/career,Noida,yes,Salesforce/software dev
iView Labs,https://iviewlabs.com/career,Ahmedabad,yes,Software/product dev
Cyber Help India,https://cyberhelpindia.com/career,Meerut,yes,Software/web dev
Nickelfox Technologies,https://nickelfox.com/careers,Noida,yes,Software/product dev
Weboccult Technologies,https://weboccult.com/career,Ahmedabad,yes,AI/software dev
SilverWebBuzz,https://silverwebbuzz.com/career,Ahmedabad,yes,Web/digital dev
Valuebound,https://valuebound.com/careers,Bengaluru,yes,Drupal/software dev
Neetable Technologies,https://neetable.com/careers,Bengaluru,yes,Software/product dev
Incentius,https://incentius.com/careers,Bengaluru,yes,Software & analytics dev
Trinesis Technologies,https://trinesis.com/careers,Bengaluru,yes,Software/product dev
Ionixx Technologies,https://ionixxtech.com/careers,Bengaluru,yes,Software/fintech dev
Fission Labs,https://fissionlabs.com/careers,Hyderabad,yes,Software/cloud dev
Kanerika,https://kanerika.com/careers,Hyderabad,yes,Data/AI & software dev
Intellectyx,https://intellectyx.com/careers,Hyderabad,yes,Data/AI & software dev
e-Zest Solutions,https://e-zest.com/careers,Pune,yes,Software/product dev
Deqode,https://deqode.com/career,Pune,yes,Software & blockchain dev
NeoSOFT Technologies,https://neosofttech.com/careers,Pune,yes,Software dev
Clarion Technologies,https://clariontech.com/careers,Pune,yes,Software/product dev
Opcito Technologies,https://opcito.com/careers,Pune,yes,DevOps/cloud & software dev
Signature Software Lab,https://signaturesoftwarelab.com/careers,Tirupati,yes,Custom software/web & mobile dev
Innofied Solutions,https://innofied.com/careers,Kolkata,yes,Software/app dev
Auriga IT Consulting,https://aurigait.com/careers,Jaipur,yes,Software/product dev
WebGuru Infosystems,https://webguru-india.com/careers,Kolkata,yes,Web/app dev
Skcript,https://skcript.com/careers,Hyderabad,yes,Software/AI dev
Tarka Labs,https://tarkalabs.com/careers,Chennai,yes,Software/product dev
QualMinds Technologies,https://qualminds.com/careers,Hyderabad,yes,Software/product dev
HK Infosoft,https://hkinfosoft.com/career,Ahmedabad,yes,Software/web dev
Spaculus Software,https://spaculus.com/careers,Ahmedabad,yes,Software/app dev
xIoTz,https://xiotz.com/careers,India,yes,IIT-K SIIC portfolio; cyber assurance platform
BillClap,https://www.billclap.com/careers,India,yes,IIM-L EIC portfolio; SMB billing SaaS
Pixel Tech,https://pixeltech.ai/careers,India,yes,IIM-L EIC portfolio; AI/software
Digiature Technology,https://digiature.com/careers,Prayagraj,yes,Software/web dev
AWEIL (Advanced Weapons & Equipment India),https://aweil.in/career,Kanpur,yes,Defence PSU; HQ Kanpur
ITI Limited,https://www.itiltd.in/careers.php?lan=en,Prayagraj,yes,Telecom PSU; Naini unit
HBTU Kanpur,https://hbtu.ac.in/recruitment/,Kanpur,yes,State technical university; project/JRF notices
Drishti IAS,https://www.drishtiias.com/careers,Prayagraj,yes,"Civil-services coaching; Delhi HQ, major Prayagraj centre"
Amar Ujala,https://www.amarujala.com/careers,Agra,yes,UP daily; Lucknow/Kanpur/Prayagraj editions
Gosotek Technologies,https://gosotek.com/careers,Kota,yes,Mobile app/web dev
Kriscent Techno Hub,https://kriscent.in/career,Kota,yes,Software/web dev
Bhanzu,https://bhanzu.com/careers,Hyderabad,yes,Edtech (math)
Pixis,https://pixis.ai/careers,Hyderabad,yes,AI adtech
SuperOps,https://superops.ai/careers,Chennai,yes,SaaS (MSP platform)
Hiver,https://hiverhq.com/careers,Bengaluru,yes,SaaS (Gmail-based helpdesk)
Kapture CX,https://www.kapture.cx/careers,Bengaluru,yes,SaaS (CRM)
DevTrust,https://www.devtrust.biz/careers,Lucknow,yes,Software dev
UXI360 InfoTech,https://uxi360.com/careers,Lucknow,yes,UX/software
Clearly AI,https://jobs.ashbyhq.com/clearly-ai,,no,YC Summer 2024 · AI · hiring · new grad/SWE outreach target
Momentic,https://jobs.ashbyhq.com/momentic,,no,YC Winter 2024 · AI/DevTools · hiring · new grad/SWE outreach target
Concourse,https://jobs.ashbyhq.com/concourse,,no,YC Winter 2023 · AI · hiring · new grad/SWE outreach target
Decoda Health,https://jobs.ashbyhq.com/decodahealth,,no,YC Summer 2023 · AI · hiring · new grad/SWE outreach target
Zeit AI,https://jobs.ashbyhq.com/zeit-ai/,,no,YC Summer 2024 · AI · hiring · new grad/SWE outreach target
LiteLLM,https://jobs.ashbyhq.com/litellm,,no,YC Winter 2023 · AI/DevTools · hiring · new grad/SWE outreach target
Blaxel,https://jobs.ashbyhq.com/blaxel,,no,YC Spring 2025 · AI/DevTools · hiring · new grad/SWE outreach target
Trata,https://jobs.gem.com/trata,,no,YC Winter 2025 · AI · hiring · new grad/SWE outreach target
Anara,https://jobs.ashbyhq.com/anara,,no,YC Summer 2024 · AI · hiring · new grad/SWE outreach target
Sola,https://jobs.ashbyhq.com/sola,,no,YC Summer 2023 · AI · hiring · new grad/SWE outreach target
Legora,https://legora.com/careers,,no,YC Winter 2024 · AI · hiring · new grad/SWE outreach target
Corgi Insurance,https://www.corgi.insure/careers,,no,YC Summer 2024 · AI · hiring · new grad/SWE outreach target
Model ML,https://modelml.com/careers,,no,YC Winter 2024 · AI · hiring · new grad/SWE outreach target
Langdock,https://langdock.com/careers,,no,YC Summer 2023 · AI · hiring · new grad/SWE outreach target
Spott,https://spott.io/careers,,no,YC Winter 2025 · AI · hiring · new grad/SWE outreach target
Artisan,https://www.artisan.co/careers,,no,YC Winter 2024 · AI · hiring · new grad/SWE outreach target
Retell AI,https://www.retellai.com/careers,,no,YC Winter 2024 · AI · hiring · new grad/SWE outreach target
Latent,https://latenthealth.com/careers,,no,YC Winter 2023 · AI · hiring · new grad/SWE outreach target
Infisical,https://infisical.com/careers,,no,YC Winter 2023 · DevTools · hiring · new grad/SWE outreach target
TaxGPT,https://www.taxgpt.com/careers,,no,YC Summer 2024 · AI · hiring · new grad/SWE outreach target
Casca,https://www.cascading.ai/careers,,no,YC Summer 2023 · AI/ML · hiring · new grad/SWE outreach target
PointOne,https://pointone.com/careers,,no,YC Winter 2024 · AI · hiring · new grad/SWE outreach target
FINNY AI,https://finny.com/join-our-team/,,no,YC Summer 2024 · ML · hiring · new grad/SWE outreach target
Bretton AI,https://www.bretton.com/careers,,no,YC Summer 2023 · AI · hiring · new grad/SWE outreach target
AfterQuery,https://www.afterquery.com/careers,,no,YC Winter 2025 · AI · hiring · new grad/SWE outreach target
Rollstack,https://www.rollstack.com/careers,,no,YC Winter 2023 · AI · hiring · new grad/SWE outreach target
Giga,https://giga.ai/careers,,no,YC Summer 2023 · AI · hiring · new grad/SWE outreach target
Synthio Labs,https://synthiolabs.com/careers,,no,YC Spring 2025 · AI · hiring · new grad/SWE outreach target
Escape,https://escape.tech/careers,,no,YC Winter 2023 · DevTools · hiring · new grad/SWE outreach target
Respan,https://www.respan.ai/careers,,no,YC Winter 2024 · DevTools · hiring · new grad/SWE outreach target
